ACCOUNT_COID,PURPRINCIPAL
CI 0014 600047598         , 9153.1588
CI 0014 600047599         , 2460.8952
CI 0014 600047601         , 8422.3428
CI 0014 600047602         , 843.2656
CI 0014 600047600         , 417.164
CI 0014 600047603         , 4171.6324
CI 0014 600047604         , 1476.5432
CI 0014 600047605         , 34923.102
CI 0014 600047606         , 2949.636
CI 0014 600047607         , 2093.762
CI 0014 600047608         , 9526.7292
CI 0014 600047609         , 429.1416
CI 0014 600047610         , 476.672
CI 0014 600047611         , 13424.374
CI 0014 600047612         , 1020.6724
CI 0014 600047613         , 26697.1052
CI 0014 600047614         , 17124.358
CI 0014 600047615         , 3416.0784
CI 0014 600047617         , 3696.8224
CI 0014 600047618         , 1422.6592
CI 0014 600047616         , 696.2968
CI 0014 600047619         , 6113.4552
CI 0014 600047621         , 2866.9708
CI 0014 600047620         , 5347.8008
CI 0014 600047622         , 1255.7708
CI 0014 600047623         , 1422.6592
CI 0014 600047624         , 2288.2764
CI 0014 600047625         , 13168.4364
CI 0014 600047626         , 32697.252
CI 0014 600047627         , 10267.0376
CI 0014 600047628         , 891.1152
CI 0014 600047629         , 4435.1168
CI 0014 600047630         , 1056.7268
CI 0014 600047631         , 20190.7452
CI 0014 600047633         , 4154.2208
CI 0014 600047632         , 1420.1968
CI 0014 600047635         , 9139.5244
CI 0014 600047634         , 431.2316
CI 0014 600047636         , 6156.1976
CI 0014 600047637         , 4355.7652
CI 0014 600047638         , 1901.9228
CI 0014 600047639         , 10459.2036
CI 0014 600047640         , 5851.3464
CI 0014 600047641         , 431.2012
CI 0014 600047642         , 2130.7664
CI 0014 600047643         , 3140.9964
CI 0014 600047645         , 1347.1988
CI 0014 600047644         , 25849.5152
CI 0014 600047646         , 860.9736
CI 0014 600047647         , 10252.8028
CI 0014 600047648         , 4925.1268
CI 0014 600047649         , 890.7124
CI 0014 600047650         , 7441.3652
CI 0014 600047651         , 16305.8152
CI 0014 600047652         , 18080.5596
CI 0014 600047653         , 21170.636
CI 0014 600047654         , 3139.2636
CI 0014 600047655         , 790.3468
CI 0014 600047656         , 10057.118
CI 0014 600047657         , 18430.0456
CI 0014 600047658         , 9933.4128
CI 0014 600047659         , 15958.8068
CI 0014 600047660         , 3144.5076
CI 0014 600047661         , 12514.8972
CI 0014 600047662         , 34152.7888
CI 0014 600047663         , 5052.8524
CI 0014 600047664         , 2483.4976
CI 0014 600047665         , 8530.0348
CI 0014 600047666         , 532.038
CI 0014 600047668         , 4196.0512
CI 0014 600047669         , 6503.5556
CI 0014 600047667         , 4747.834
CI 0014 600047671         , 11829.2936
CI 0014 600047670         , 6746.1628
CI 0014 600047672         , 2845.0448
CI 0014 600047673         , 7688.958
CI 0014 600047674         , 3930.4692
CI 0014 600047675         , 153779.2056
CI 0014 600047676         , 3221.07
CI 0014 600047677         , 6796.8016
CI 0014 600047678         , 20848.016
CI 0014 600047679         , 837.5884
CI 0014 600047682         , 5780.1116
CI 0014 600047680         , 3223.692
CI 0014 600047681         , 868.6496
CI 0014 600047683         , 2326.6336
CI 0014 600047684         , 2533.2016
CI 0014 600047685         , 991.9976
CI 0014 600047686         , 4896.9156
CI 0014 600047687         , 5977.3392
CI 0014 600047689         , 431.7028
CI 0014 600047690         , 68312.372
CI 0014 600047688         , 5737.8632
CI 0014 600047691         , 2368.4336
CI 0014 600047692         , 6496.8296
CI 0014 600047693         , 2069.6776
CI 0014 600047694         , 2927.8696
CI 0014 600047696         , 3834.2152
CI 0014 600047695         , 2692.6496
CI 0014 600047697         , 2157.6476
CI 0014 600047698         , 4136.414
CI 0014 600047699         , 5275.8592
CI 0014 600047700         , 2895.4936
CI 0014 600047702         , 6247.3672
CI 0014 600047703         , 4136.414
CI 0014 600047701         , 3559.3688
CI 0014 600047704         , 5339.1368
CI 0014 600047705         , 4030.4168
CI 0014 600047706         , 13291.3968
CI 0014 600047708         , 2689.6704
CI 0014 600047707         , 475.684
CI 0014 600047709         , 8475.5732
CI 0014 600047710         , 825.9224
CI 0014 600047711         , 825.9224
CI 0014 600047712         , 834.0468
CI 0014 600047713         , 834.0468
CI 0014 600047714         , 8454.4148
CI 0014 600047716         , 8454.4148
CI 0014 600047715         , 8454.4148
CI 0014 600047717         , 8454.4148
CI 0014 600047718         , 2440.0408
CI 0014 600047719         , 36608.9568
CI 0014 600047720         , 8454.4148
CI 0014 600047721         , 5775.81
CI 0014 600047722         , 2715.3508
CI 0014 600047723         , 20480.4116
CI 0014 600047725         , 2802.7584
CI 0014 600047724         , 874.3952
CI 0014 600047726         , 1645.742
CI 0014 600047727         , 826.8724
CI 0014 600047728         , 1721.2632
CI 0014 600047729         , 669.6436
CI 0014 600047730         , 6758.5736
CI 0014 600047731         , 9789.8336
CI 0014 600047732         , 5446.578
CI 0014 600047733         , 889.9828
CI 0014 600047740         , 1260.7716
CI 0014 600047737         , 675.0244
CI 0014 600047738         , 4300.7108
CI 0014 600047739         , 1150.5336
CI 0014 600047734         , 309.0084
CI 0014 600047736         , 7326.8256
CI 0014 600047735         , 6135.7384
CI 0014 600047742         , 1150.5336
CI 0014 600047741         , 3515.912
CI 0014 600047744         , 1206.2264
CI 0014 600047743         , 1686.5388
CI 0014 600047745         , 1150.5336
CI 0014 600047746         , 380.0
CI 0014 600047747         , 380.0
CI 0014 600047748         , 380.0
CI 0014 600047749         , 76000.0
CI 0014 600047756         , 909.7428
CI 0014 600047754         , 8885.1904
CI 0014 600047755         , 463.6836
CI 0014 600047750         , 898.32
CI 0014 600047753         , 6194.4408
CI 0014 600047752         , 4161.2736
CI 0014 600047751         , 21587.7164
CI 0014 600047758         , 16135.5828
CI 0014 600047757         , 1767.3572
CI 0014 600047759         , 1798.5932
CI 0014 600047760         , 18150.168
CI 0014 600047761         , 890.3248
CI 0014 600047762         , 20851.2612
CI 0014 600047763         , 16648.7424
CI 0014 600047764         , 660.9264
CI 0014 600047765         , 1075.628
CI 0014 600047766         , 907.3488
CI 0014 600047767         , 3285.0164
CI 0014 600047768         , 512.81
CI 0014 600047769         , 7781.1156
CI 0014 600047770         , 3800.0
CI 0014 600047771         , 5700.0
CI 0014 600047772         , 11400.0
CI 0014 600047773         , 4940.0
CI 0014 600047774         , 2774.0
CI 0014 600047800         , 19000.0
CI 0014 600047801         , 31920.0
CI 0014 600047802         , 34200.0
CI 0014 600047803         , 17480.0
CI 0014 600047804         , 38000.0
CI 0014 600047805         , 10640.0
CI 0014 600047806         , 14440.0
CI 0014 600047807         , 9120.0
CI 0014 600047808         , 15960.0
CI 0014 600047809         , 34880.96
CI 0014 600047810         , 12160.0
CI 0014 600047811         , 8360.0
CI 0014 600047812         , 41555.28
CI 0014 600047813         , 61833.0072
CI 0014 600047814         , 5899.5
CI 0014 600047815         , 12366.5984
CI 0014 600047816         , 16904.452
CI 0014 600047817         , 4829.838
CI 0014 600047818         , 95041.2908
CI 0014 600047819         , 878.978
CI 0014 600047820         , 12455.5488
CI 0014 600047821         , 3912.1
CI 0014 600047822         , 4029.938
CI 0014 600047823         , 457332.5536
CI 0014 600047825         , 12412.396
CI 0014 600047824         , 3105.9224
CI 0014 600047826         , 59459.3828
CI 0014 600047827         , 760.0
CI 0014 600047828         , 760.0
CI 0014 600047843         , 19456.0
CI 0014 600047842         , 9120.0
CI 0014 600047844         , 9120.0
CI 0014 600047845         , 19000.0
CI 0014 600047846         , 13680.0
CI 0014 600047847         , 21095.548
CI 0014 600047848         , 39539.38
CI 0014 600047849         , 1267.0796
CI 0014 600047850         , 14392.1884
CI 0014 600047851         , 55623.0472
CI 0014 600047852         , 307614.7196
CI 0014 600047853         , 380.0
CI 0014 600047854         , 1179.9
CI 0014 600047856         , 77854.4
CI 0014 600047855         , 393.3
CI 0014 600047857         , 393.3
CI 0014 600047858         , 8789.8104
CI 0014 600047862         , 87898.0964
CI 0014 600047860         , 86485.15
CI 0014 600047861         , 15122.0012
CI 0014 600047859         , 59940.2044
CI 0014 600047863         , 84772.5812
CI 0014 600047864         , 77065.9684
CI 0014 600047865         , 59940.2044
CI 0014 600047867         , 86047.9372
CI 0014 600047868         , 59940.2044
CI 0014 600047866         , 86485.15
CI 0014 600047872         , 89910.3028
CI 0014 600047870         , 85773.334
CI 0014 600047869         , 67939.2804
CI 0014 600047871         , 42462.0436
CI 0014 600047876         , 90766.5948
CI 0014 600047873         , 95048.032
CI 0014 600047875         , 42814.4328
CI 0014 600047874         , 61110.156
CI 0014 600047877         , 176395.4452
CI 0014 600047878         , 51377.3148
CI 0014 600047880         , 65934.2256
CI 0014 600047879         , 171257.7236
CI 0014 600047882         , 21231.0256
CI 0014 600047884         , 81347.4208
CI 0014 600047883         , 29723.4328
CI 0014 600047881         , 91622.8868
CI 0014 600047885         , 68503.0864
CI 0014 600047886         , 91718.0312
CI 0014 600047894         , 85378.1948
CI 0014 600047887         , 52078.1868
CI 0014 600047891         , 95623.58
CI 0014 600047889         , 2968.446
CI 0014 600047888         , 64221.6416
CI 0014 600047892         , 61402.4368
CI 0014 600047890         , 85378.1948
CI 0014 600047896         , 38420.1888
CI 0014 600047893         , 97970.7868
CI 0014 600047895         , 42689.1012
CI 0014 600047897         , 34151.284
CI 0014 600047899         , 106897.6784
CI 0014 600047898         , 93062.228
CI 0014 600047900         , 42689.1012
CI 0014 600047903         , 84524.4184
CI 0014 600047901         , 887.9384
CI 0014 600047902         , 90500.876
CI 0014 600047909         , 105689.1796
CI 0014 600047911         , 80803.4128
CI 0014 600047904         , 173317.734
CI 0014 600047905         , 175025.2944
CI 0014 600047907         , 129774.8488
CI 0014 600047906         , 68302.5528
CI 0014 600047910         , 879.3884
CI 0014 600047912         , 92273.006
CI 0014 600047908         , 93062.228
CI 0014 600047913         , 59764.7356
CI 0014 600047914         , 130829.7364
CI 0014 600047917         , 82816.8428
CI 0014 600047919         , 1223.7824
CI 0014 600047915         , 75132.8096
CI 0014 600047916         , 94197.4172
CI 0014 600047918         , 994.3156
CI 0014 600047921         , 86242.368
CI 0014 600047920         , 95069.6084
CI 0014 600047922         , 93325.2108
CI 0014 600047923         , 29088.6884
CI 0014 600047924         , 994.3156
CI 0014 600047925         , 100302.8012
CI 0014 600047926         , 94197.4172
CI 0014 600047927         , 158740.0904
CI 0014 600047928         , 994.3156
CI 0014 600047930         , 389.5608
CI 0014 600047931         , 389.5608
CI 0014 600047929         , 389.5608
CI 0014 600047932         , 389.5608
CI 0014 600047933         , 389.5608
CI 0014 600047934         , 4190.7692
CI 0014 600047935         , 2616.604
CI 0014 600047936         , 769.4696
CI 0014 600047937         , 1320.5912
CI 0014 600047938         , 3172.9544
CI 0014 600047939         , 978.9104
CI 0014 600047941         , 4370.9804
CI 0014 600047942         , 11360.1608
CI 0014 600047940         , 4379.1276
CI 0014 600047943         , 10582.7112
CI 0014 600047944         , 5039.408
CI 0014 600047945         , 1259.8368
CI 0014 600047946         , 48343.9496
CI 0014 600047947         , 4984.2624
CI 0014 600047948         , 4692.2628
CI 0014 600047949         , 4309.998
CI 0014 600047953         , 1944.2548
CI 0014 600047951         , 6446.2364
CI 0014 600047952         , 2519.7344
CI 0014 600047950         , 3325.9956
CI 0014 600047954         , 6290.3832
CI 0014 600047955         , 7479.9732
CI 0014 600047956         , 9446.1768
CI 0014 600047957         , 4157.504
CI 0014 600047958         , 380.3192
CI 0014 600047960         , 7797.2656
CI 0014 600047959         , 7759.9344
CI 0014 600047961         , 2185.4864
CI 0014 600047963         , 9746.6124
CI 0014 600047962         , 4162.8392
CI 0014 600047964         , 889.9828
CI 0014 600047965         , 15930.7324
CI 0014 600047966         , 27826.3436
CI 0014 600047968         , 898.32
CI 0014 600047967         , 21416.6556
CI 0014 600047969         , 1665.3424
CI 0014 600047970         , 17657.1028
CI 0014 600047971         , 2871.09
CI 0014 600047972         , 720.7688
CI 0014 600047973         , 1727.898
CI 0014 600047975         , 5085.73
CI 0014 600047974         , 402.8152
CI 0014 600047976         , 598.766
CI 0014 600047977         , 2197.4488
CI 0014 600047978         , 22193.0108
CI 0014 600047980         , 878.978
CI 0014 600047979         , 972.0476
CI 0014 600047981         , 12844.3344
CI 0014 600047982         , 9097.4584
CI 0014 600047983         , 131056.718
CI 0014 600047984         , 1450.1864
CI 0014 600047987         , 8492.4072
CI 0014 600047985         , 9097.4584
CI 0014 600047986         , 1740.9016
CI 0014 600047990         , 1946.6336
CI 0014 600047988         , 1824.5852
CI 0014 600047991         , 86314.9404
CI 0014 600047992         , 31757.4968
CI 0014 600047989         , 76097.3408
CI 0014 600047994         , 635.1624
CI 0014 600047993         , 925.4444
CI 0014 600047995         , 4444.9968
CI 0014 600047996         , 6805.1844
CI 0014 600047997         , 72588.5576
CI 0014 600047998         , 889.9828
CI 0014 600047999         , 1566.132
CI 0014 600048000         , 2717.6384
CI 0014 600048001         , 1185.3264
